Rank,Exam_Score,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Teacher_Quality
3009,67,21,88,No,9,1,High
3009,67,16,72,Yes,9,6,Low
3009,67,17,78,Yes,6,2,Medium
3009,67,17,87,No,8,1,Medium
3009,67,11,90,Yes,7,3,Medium
3009,67,18,81,Yes,8,1,High
3009,67,13,98,Yes,6,1,Low
3009,67,15,100,No,10,2,Medium
3009,67,21,84,No,7,2,Low
3009,67,25,80,No,7,1,Medium
3009,67,22,69,No,7,1,Medium
3009,67,20,87,Yes,8,2,Medium
3009,67,18,77,No,7,2,High
3009,67,33,71,Yes,9,0,Medium
3009,67,13,80,Yes,5,1,Medium
3009,67,16,81,No,9,3,High
3009,67,17,91,Yes,4,3,Medium
3009,67,22,73,Yes,4,0,Medium
3009,67,23,65,Yes,9,2,High
3009,67,17,72,Yes,6,3,High
3009,67,18,93,Yes,7,0,Medium
3009,67,17,73,Yes,6,1,High
3009,67,18,78,Yes,7,3,Low
3009,67,17,77,Yes,7,1,Low
3009,67,22,68,Yes,8,3,Medium
3009,67,16,82,Yes,7,1,Medium
3009,67,24,66,No,8,0,High
3009,67,17,83,No,6,2,Medium
3009,67,29,73,No,7,1,High
3009,67,23,75,Yes,8,5,Low
3009,67,27,67,Yes,10,1,High
3009,67,13,95,Yes,4,1,High
3009,67,9,90,Yes,9,3,Medium
3009,67,22,77,Yes,10,2,Low
3009,67,14,78,Yes,6,0,Medium
3009,67,34,68,No,7,0,Medium
3009,67,26,73,No,6,1,Low
3009,67,26,84,Yes,8,1,Medium
3009,67,17,90,Yes,8,0,Medium
3009,67,19,79,Yes,7,3,Medium
3009,67,21,79,Yes,6,2,Medium
3009,67,27,80,No,6,1,Medium
3009,67,16,82,Yes,8,2,Medium
3009,67,22,67,Yes,7,2,High
3009,67,23,87,No,7,2,Medium
3009,67,19,88,Yes,5,1,Low
3009,67,19,90,No,8,1,Medium
3009,67,23,79,Yes,6,1,Medium
3009,67,30,77,Yes,9,0,High
3009,67,18,75,Yes,9,2,Medium
3009,67,20,83,Yes,5,1,High
3009,67,23,90,No,9,4,Medium
3009,67,3,92,Yes,5,3,Medium
3009,67,18,94,Yes,7,3,High
3009,67,24,70,Yes,9,3,Low
3009,67,23,78,Yes,6,0,Medium
3009,67,18,91,Yes,5,0,High
3009,67,24,75,No,7,2,High
3009,67,17,82,No,6,4,Medium
3009,67,10,89,Yes,6,4,Medium
3009,67,16,85,Yes,6,3,High
3009,67,20,83,Yes,7,0,Medium
3009,67,20,88,No,5,1,Medium
3009,67,28,80,No,8,2,Medium
3009,67,22,76,Yes,7,1,High
3009,67,25,72,Yes,8,2,Medium
3009,67,23,83,Yes,7,2,High
3009,67,28,83,No,8,1,Medium
3009,67,31,64,No,10,2,Medium
3009,67,10,94,No,5,1,Medium
3009,67,9,89,Yes,7,1,Low
3009,67,20,88,Yes,5,2,Medium
3009,67,31,70,Yes,4,1,Medium
3009,67,14,85,No,9,0,Medium
3009,67,21,70,Yes,8,3,Low
3009,67,26,69,No,10,2,Low
3009,67,20,82,Yes,4,2,High
3009,67,5,95,Yes,8,1,High
3009,67,24,69,Yes,7,2,High
3009,67,21,79,Yes,7,2,Medium
3009,67,18,75,Yes,7,1,High
3009,67,23,77,No,5,0,High
3009,67,23,74,No,8,2,Medium
3009,67,12,97,Yes,7,0,Medium
3009,67,21,78,No,8,1,Low
3009,67,15,91,No,10,2,High
3009,67,20,61,Yes,9,2,Medium
3009,67,20,85,Yes,5,1,Medium
3009,67,24,77,No,8,0,Medium
3009,67,27,63,No,5,1,High
3009,67,13,99,No,7,3,Medium
3009,67,22,67,No,10,2,Low
3009,67,20,79,Yes,5,1,Medium
3009,67,9,97,Yes,7,4,High
3009,67,21,71,Yes,9,2,High
3009,67,21,87,No,7,2,Medium
3009,67,22,78,Yes,5,0,Medium
3009,67,15,95,No,5,3,Medium
3009,67,33,64,No,8,3,Medium
3009,67,20,62,Yes,6,0,High
3009,67,16,83,Yes,7,0,Medium
3009,67,22,83,Yes,5,2,Medium
3009,67,22,90,No,7,0,Medium
3009,67,35,68,Yes,5,0,Low
3009,67,28,61,No,7,1,High
3009,67,17,85,Yes,9,1,Medium
3009,67,19,82,No,9,1,High
3009,67,29,70,Yes,7,1,Medium
3009,67,19,85,Yes,8,2,Low
3009,67,23,63,Yes,5,2,Medium
3009,67,21,65,No,6,3,Medium
3009,67,25,87,Yes,6,0,Medium
3009,67,21,84,No,9,1,Medium
3009,67,21,79,No,4,0,Medium
3009,67,18,96,Yes,8,1,Medium
3009,67,19,77,Yes,9,2,Medium
3009,67,12,84,Yes,6,1,High
3009,67,18,85,Yes,6,3,Medium
3009,67,16,85,Yes,5,3,Medium
3009,67,23,73,No,5,1,Medium
3009,67,16,85,No,8,4,Medium
3009,67,13,97,Yes,8,0,Medium
3009,67,21,81,Yes,7,1,Medium
3009,67,26,62,Yes,8,4,Medium
3009,67,12,84,No,6,2,High
3009,67,18,74,Yes,8,0,High
3009,67,20,68,Yes,5,1,High
3009,67,23,80,No,7,2,High
3009,67,18,92,Yes,6,1,High
3009,67,23,86,No,7,2,Medium
3009,67,14,94,Yes,7,0,Medium
3009,67,17,89,No,7,1,Medium
3009,67,25,80,Yes,10,0,High
3009,67,8,90,No,7,3,Low
3009,67,15,87,Yes,10,1,Low
3009,67,24,69,Yes,7,3,High
3009,67,19,84,Yes,5,1,Medium
3009,67,16,93,No,6,2,Medium
3009,67,26,72,No,8,2,Medium
3009,67,16,90,No,7,0,High
3009,67,13,93,No,7,2,Medium
3009,67,24,76,Yes,7,1,Medium
3009,67,18,86,No,6,0,High
3009,67,11,86,Yes,6,0,High
3009,67,18,99,No,8,2,High
3009,67,16,73,Yes,7,1,High
3009,67,13,77,Yes,7,2,High
3009,67,24,68,Yes,8,3,Medium
3009,67,22,86,No,4,1,Low
3009,67,20,79,Yes,4,0,High
3009,67,9,86,No,8,1,Medium
3009,67,17,87,Yes,9,3,Medium
3009,67,17,84,No,7,0,Medium
3009,67,22,74,Yes,8,3,Medium
3009,67,27,68,Yes,9,1,Medium
3009,67,13,86,No,8,3,Medium
3009,67,14,77,Yes,5,0,Medium
3009,67,17,79,No,8,3,High
3009,67,17,96,Yes,7,0,Medium
3009,67,20,70,Yes,6,4,Medium
3009,67,26,76,Yes,8,1,Medium
3009,67,15,97,No,7,4,Medium
3009,67,25,71,Yes,8,4,Medium
3009,67,17,84,No,6,1,Low
3009,67,19,74,Yes,10,1,Medium
3009,67,16,93,Yes,8,0,Medium
3009,67,17,90,No,8,1,Low
3009,67,12,89,Yes,7,1,High
3009,67,14,81,No,6,1,Medium
3009,67,20,80,Yes,5,0,High
3009,67,21,78,No,6,1,High
3009,67,24,82,No,7,1,Medium
3009,67,8,87,No,9,2,Medium
3009,67,20,83,Yes,8,1,Medium
3009,67,18,90,Yes,5,3,Medium
3009,67,24,75,Yes,10,0,High
3009,67,17,85,Yes,7,3,Medium
3009,67,23,87,No,6,2,Medium
3009,67,18,79,Yes,4,2,Low
3009,67,22,92,No,5,0,Medium
3009,67,21,77,No,10,1,Medium
3009,67,17,81,No,6,3,Medium
3009,67,17,84,Yes,8,0,Low
3009,67,24,68,Yes,9,1,High
3009,67,18,75,Yes,9,3,Medium
3009,67,15,86,Yes,9,0,Low
3009,67,17,83,Yes,8,4,High
3009,67,12,95,No,4,0,Medium
3009,67,12,83,Yes,5,2,High
3009,67,14,92,Yes,6,0,Medium
3009,67,19,75,Yes,7,1,Medium
3009,67,32,65,No,10,1,Medium
3009,67,17,80,Yes,7,2,Medium
3009,67,15,85,No,7,2,Medium
3009,67,21,72,No,5,1,Medium
3009,67,17,85,Yes,10,1,Medium
3009,67,25,70,Yes,5,2,Medium
3009,67,21,80,Yes,7,1,High
3009,67,21,80,No,7,1,Medium
3009,67,30,63,No,5,2,High
3009,67,16,82,Yes,8,3,High
3009,67,21,74,Yes,8,0,High
3009,67,19,77,Yes,8,3,Medium
3009,67,28,64,No,7,2,Medium
3009,67,15,93,No,8,1,Medium
3009,67,29,67,Yes,8,2,Medium
3009,67,23,88,Yes,7,0,Low
3009,67,23,74,Yes,6,0,High
3009,67,17,76,Yes,8,1,Medium
3009,67,24,72,Yes,7,2,Medium
3009,67,21,67,Yes,9,1,Medium
3009,67,24,68,Yes,7,1,High
3009,67,16,89,Yes,8,2,Medium
3009,67,25,66,Yes,7,2,Medium
3009,67,18,89,No,8,0,Medium
3009,67,8,98,Yes,7,1,High
3009,67,18,82,Yes,5,1,High
3009,67,29,74,Yes,6,1,High
3009,67,18,94,Yes,9,3,Medium
3009,67,28,64,Yes,7,1,Medium
3009,67,23,66,Yes,7,1,Medium
3009,67,26,67,No,9,2,Medium
3009,67,15,91,Yes,6,0,Medium
3009,67,24,72,No,7,3,Medium
3009,67,13,89,Yes,6,0,Medium
3009,67,28,69,No,8,3,Medium
3009,67,21,93,Yes,9,1,Low
3009,67,22,78,Yes,8,2,Medium
3009,67,28,85,No,7,1,Medium
3009,67,27,72,No,6,1,Medium
3009,67,12,98,No,9,1,Medium
3009,67,23,74,Yes,6,1,High
3009,67,22,83,Yes,7,2,Medium
3009,67,26,68,Yes,10,1,Medium
3009,67,19,95,Yes,5,0,Medium
3009,67,29,72,No,7,0,Medium
3009,67,29,70,No,6,2,Medium
3009,67,22,61,Yes,7,3,High
3009,67,19,85,Yes,7,0,Medium
3009,67,24,62,Yes,5,0,Medium
3009,67,19,79,No,4,1,Medium
3009,67,7,86,No,7,5,Medium
3009,67,10,97,No,6,2,Medium
3009,67,19,72,Yes,8,1,Medium
3009,67,15,81,Yes,7,1,Medium
3009,67,24,77,Yes,9,1,Medium
3009,67,14,73,No,5,2,Medium
3009,67,16,95,Yes,6,2,High
3009,67,12,85,No,8,1,High
3009,67,30,64,No,7,3,Low
3009,67,13,87,Yes,8,1,High
3009,67,23,67,Yes,8,1,Medium
3009,67,25,84,No,8,2,Medium
3009,67,18,90,No,7,2,High
3009,67,21,71,Yes,8,3,Medium
3009,67,23,76,Yes,6,3,Medium
3009,67,25,70,Yes,9,1,
3009,67,24,71,Yes,7,2,
3009,67,15,95,No,9,3,High
3009,67,18,84,No,6,2,High
3009,67,23,76,No,7,2,Medium
3009,67,22,81,Yes,7,1,Medium
3009,67,8,91,No,6,1,Medium
3009,67,25,76,Yes,9,0,High
3009,67,17,87,Yes,7,4,Medium
3009,67,19,73,Yes,9,1,Low
3009,67,22,77,No,6,3,Medium
3009,67,32,76,Yes,6,0,High
3009,67,27,62,No,5,2,High
3009,67,15,86,No,7,2,Medium
3009,67,18,89,Yes,8,0,
3009,67,15,99,Yes,5,2,Low
3009,67,17,76,No,6,3,High
3009,67,13,75,Yes,6,1,Medium
3009,67,25,73,No,6,2,Medium
3009,67,11,94,No,5,2,Medium
3009,67,24,72,Yes,5,2,High
3009,67,19,80,No,8,1,Medium
3009,67,16,79,Yes,4,2,Medium
3009,67,11,82,No,8,2,High
3009,67,19,70,Yes,10,1,High
3009,67,21,68,Yes,6,3,Low
3009,67,23,73,No,10,1,Medium
3009,67,27,69,Yes,5,1,Medium
3009,67,23,73,No,8,3,Medium
3009,67,18,69,Yes,7,3,High
3009,67,16,83,Yes,4,3,Low
3009,67,16,93,Yes,7,2,Medium
3009,67,18,70,No,8,5,Medium
3009,67,16,92,Yes,6,0,Medium
3009,67,18,76,Yes,10,1,Medium
3009,67,20,80,Yes,6,1,Medium
3009,67,20,79,No,8,3,Medium
3009,67,15,88,No,8,1,High
3009,67,12,99,Yes,7,3,Low
3009,67,30,71,No,10,3,Medium
3009,67,28,65,No,8,1,Medium
3009,67,23,72,Yes,6,2,Medium
3009,67,20,86,No,6,1,Medium
3009,67,23,74,No,7,1,Low
3009,67,19,87,No,8,0,High
3009,67,21,72,No,9,3,Medium
3009,67,13,94,Yes,7,2,High
3009,67,19,78,Yes,9,2,High
3009,67,28,67,Yes,7,2,Medium
3009,67,28,70,Yes,4,1,Medium
3009,67,13,93,Yes,7,1,High
3009,67,18,85,Yes,6,2,High
3009,67,26,77,Yes,8,1,Medium
3009,67,17,83,No,8,1,Medium
3009,67,14,91,Yes,7,0,Medium
3009,67,26,82,No,4,0,Low
3009,67,22,96,Yes,5,0,High
3009,67,21,65,Yes,6,1,High
3009,67,12,97,Yes,7,0,High
3009,67,18,80,Yes,8,0,High
3009,67,31,64,Yes,6,1,Medium
3009,67,21,79,Yes,8,1,High
3009,67,9,96,Yes,9,1,Medium
3009,67,17,93,No,6,1,High
3009,67,10,91,Yes,10,0,Medium
3009,67,26,63,Yes,7,1,High
3009,67,20,86,Yes,8,1,Medium
3009,67,11,84,Yes,7,3,Medium
3009,67,24,80,Yes,9,1,Low
3009,67,19,83,No,7,2,High
3009,67,30,67,Yes,8,0,Medium
3009,67,23,78,Yes,10,1,Medium
3009,67,16,99,Yes,9,1,Medium
3009,67,21,88,No,4,1,Medium
3009,67,14,89,Yes,8,1,Medium
3009,67,28,65,Yes,7,1,High
3009,67,20,77,No,6,1,Low
3009,67,21,62,Yes,5,5,Medium
3009,67,20,87,No,10,2,Medium
3009,67,28,81,Yes,6,1,Medium
3009,67,14,85,No,7,2,High
3009,67,18,93,Yes,6,3,Medium
3009,67,22,80,Yes,8,1,Medium
3009,67,23,72,Yes,6,0,High
3009,67,22,77,Yes,7,2,Low
3009,67,13,88,Yes,4,1,Medium
3009,67,12,90,No,8,2,Low
3009,67,24,67,Yes,6,0,Medium
3009,67,28,63,No,8,2,High
3009,67,28,69,No,10,0,Medium
3009,67,24,65,Yes,10,3,High
3009,67,27,73,No,9,2,High
3009,67,17,93,Yes,5,3,Medium
3009,67,15,94,Yes,8,1,Medium
3009,67,23,72,Yes,6,1,High
3009,67,33,61,Yes,5,2,
3009,67,28,73,Yes,8,4,Medium
3009,67,26,77,No,7,3,High
3009,67,24,67,No,6,6,Medium
3009,67,11,91,No,7,2,Medium
3009,67,18,97,No,9,0,Medium
3009,67,11,99,Yes,9,2,Medium
3009,67,20,69,Yes,7,1,Medium
3009,67,26,76,No,7,1,High
3009,67,15,78,No,8,0,Medium
3009,67,14,79,No,5,3,Medium
3009,67,22,91,No,7,1,Medium
3009,67,17,98,No,5,0,High
3009,67,26,78,No,6,1,
3009,67,17,81,No,5,0,High
3009,67,15,67,Yes,5,3,High
3009,67,14,84,No,6,4,Medium
3009,67,11,86,Yes,4,5,High
3009,67,11,94,Yes,8,2,Medium
3009,67,19,81,No,8,2,Medium
3009,67,15,89,No,6,2,Medium
3009,67,21,62,No,6,2,High
3009,67,18,79,No,9,1,Medium
3009,67,12,93,No,6,2,Medium
3009,67,25,76,No,6,1,Medium
3009,67,16,73,Yes,6,0,Medium
3009,67,28,69,Yes,6,0,Low
3009,67,19,87,Yes,7,2,Low
3009,67,24,76,No,10,2,Medium
3009,67,28,69,No,8,0,Medium
3009,67,25,82,No,4,0,Medium
3009,67,26,69,No,7,1,Medium
3009,67,18,94,Yes,8,0,Medium
3009,67,19,81,Yes,8,1,Medium
3009,67,13,90,No,8,0,Medium
3009,67,24,80,Yes,7,2,Medium
3009,67,19,62,Yes,9,2,Medium
3009,67,27,76,Yes,5,0,
3009,67,28,68,Yes,7,0,High
3009,67,21,74,Yes,10,1,Medium
3009,67,17,81,No,7,2,Medium
3009,67,22,78,No,9,2,High
3009,67,9,98,Yes,9,1,Medium
3009,67,23,78,No,7,1,Low
3009,67,12,71,Yes,7,3,Medium
3009,67,17,87,No,9,1,Low
3009,67,16,94,Yes,8,2,Medium
3009,67,6,88,Yes,7,3,Medium
3009,67,28,61,Yes,7,2,Medium
3009,67,26,83,No,6,0,High
3009,67,12,92,Yes,7,3,High
3009,67,26,63,No,8,1,High
3009,67,29,77,Yes,7,1,Medium
3009,67,18,70,No,7,0,High
3009,67,20,75,No,8,4,Low
3009,67,25,71,Yes,7,3,Medium
3009,67,12,100,Yes,7,1,Medium
3009,67,28,66,Yes,4,0,High
3009,67,9,84,No,6,5,
3009,67,21,80,Yes,5,2,Medium
3009,67,18,68,Yes,8,0,High
3009,67,12,98,Yes,4,2,High
3726,66,19,65,Yes,5,1,
3726,66,18,79,No,9,2,Medium
3726,66,26,76,Yes,8,2,Low
3726,66,22,72,No,5,1,High
3726,66,21,66,No,7,2,High
3726,66,26,69,No,9,1,Medium
3726,66,14,68,Yes,8,0,Medium
3726,66,22,75,Yes,10,2,Low
3726,66,17,69,Yes,9,2,Medium
3726,66,23,72,No,6,1,Medium
3726,66,18,84,Yes,9,0,High
3726,66,25,66,Yes,4,1,Medium
3726,66,26,86,No,8,0,High
3726,66,14,81,Yes,7,2,Medium
3726,66,26,64,Yes,7,3,High
3726,66,24,71,Yes,5,1,Medium
3726,66,16,78,No,6,0,Medium
3726,66,18,62,Yes,6,0,High
3726,66,15,90,Yes,8,1,Medium
3726,66,10,98,No,7,0,Medium
3726,66,25,73,Yes,5,1,Medium
3726,66,21,71,No,9,2,Medium
3726,66,13,79,No,7,1,High
3726,66,15,91,Yes,4,1,Medium
3726,66,21,74,Yes,6,0,Medium
3726,66,23,85,No,8,1,Medium
3726,66,25,79,Yes,9,1,Medium
3726,66,18,76,No,8,1,Medium
3726,66,20,80,Yes,5,0,Medium
3726,66,27,63,No,7,2,High
3726,66,19,85,Yes,9,1,Medium
3726,66,12,89,No,8,1,High
3726,66,26,77,Yes,7,1,Medium
3726,66,18,78,Yes,6,1,Medium
3726,66,21,76,Yes,7,1,High
3726,66,19,92,No,7,1,Medium
3726,66,16,87,Yes,10,1,High
3726,66,12,97,Yes,7,0,Medium
3726,66,14,84,Yes,6,2,Medium
3726,66,16,96,No,7,0,Low
3726,66,15,79,Yes,7,2,Medium
3726,66,27,63,Yes,7,1,High
3726,66,17,77,Yes,4,0,Medium
3726,66,20,71,No,5,4,Medium
3726,66,8,89,No,8,2,Medium
3726,66,16,68,Yes,8,1,High
3726,66,18,71,Yes,6,1,High
3726,66,23,64,Yes,9,0,High
3726,66,26,74,No,6,0,Medium
3726,66,26,61,Yes,8,2,High
3726,66,16,93,Yes,5,0,Medium
3726,66,21,74,Yes,8,1,Medium
3726,66,15,83,Yes,7,1,Medium
3726,66,3,96,Yes,10,3,Medium
3726,66,28,70,Yes,6,2,Low
3726,66,27,63,No,6,0,Medium
3726,66,20,68,Yes,6,0,High
3726,66,12,90,Yes,7,2,High
3726,66,11,85,Yes,7,1,Medium
3726,66,25,72,No,6,0,
3726,66,17,72,Yes,7,1,Medium
3726,66,16,82,No,7,1,Low
3726,66,16,86,No,7,0,Medium
3726,66,9,88,Yes,7,1,
3726,66,22,72,No,7,2,Medium
3726,66,20,74,Yes,9,1,Medium
3726,66,13,88,Yes,7,2,Medium
3726,66,20,84,No,8,3,Medium
3726,66,19,64,No,8,3,High
3726,66,18,95,Yes,7,3,Medium
3726,66,19,73,Yes,6,4,Medium
3726,66,23,72,Yes,4,3,Medium
3726,66,18,61,Yes,7,5,High
3726,66,17,82,No,10,1,High
3726,66,22,64,Yes,10,1,High
3726,66,14,71,Yes,8,0,Medium
3726,66,18,77,Yes,4,1,Low
3726,66,17,93,No,8,0,Medium
3726,66,18,63,Yes,7,1,High
3726,66,22,79,No,7,0,Medium
3726,66,15,93,Yes,7,0,Medium
3726,66,10,98,Yes,10,1,High
3726,66,6,92,Yes,5,1,High
3726,66,18,83,Yes,6,1,High
3726,66,27,70,No,7,1,Medium
3726,66,26,63,Yes,5,3,High
3726,66,15,88,Yes,4,1,High
3726,66,23,66,Yes,6,1,Medium
3726,66,15,89,Yes,6,1,Medium
3726,66,21,85,No,6,2,Medium
3726,66,16,83,Yes,7,0,Medium
3726,66,17,67,Yes,6,1,High
3726,66,28,64,No,8,2,Medium
3726,66,16,94,Yes,8,2,High
3726,66,7,94,Yes,9,2,Medium
3726,66,22,81,No,5,0,Medium
3726,66,19,80,Yes,6,1,Low
3726,66,33,62,No,7,2,Medium
3726,66,21,85,Yes,7,3,Medium
3726,66,18,74,No,6,4,Medium
3726,66,15,74,No,6,2,Medium
3726,66,21,75,Yes,5,2,Low
3726,66,27,65,Yes,9,2,Medium
3726,66,15,74,Yes,4,1,Medium
3726,66,12,83,No,8,3,Medium
3726,66,22,70,No,7,2,Medium
3726,66,24,63,No,6,2,Medium
3726,66,23,74,Yes,6,1,Medium
3726,66,15,81,No,4,0,Medium
3726,66,19,61,Yes,8,2,High
3726,66,15,74,No,8,3,Medium
3726,66,20,68,No,6,2,Medium
3726,66,20,93,No,8,0,High
3726,66,19,66,No,9,1,Medium
3726,66,21,72,Yes,6,4,Medium
3726,66,25,65,Yes,8,2,Medium
3726,66,12,90,Yes,7,2,High
3726,66,26,67,Yes,8,2,Medium
3726,66,20,74,Yes,5,1,Medium
3726,66,26,79,Yes,6,0,Medium
3726,66,19,74,No,9,2,Medium
3726,66,13,79,No,7,4,Medium
3726,66,11,70,No,6,3,Medium
3726,66,16,73,Yes,6,3,Medium
3726,66,23,67,Yes,9,1,Medium
3726,66,23,71,Yes,6,1,High
3726,66,12,85,Yes,7,4,High
3726,66,18,82,Yes,6,0,Medium
3726,66,19,75,Yes,5,0,
3726,66,13,86,Yes,8,2,High
3726,66,14,74,No,8,1,Medium
3726,66,20,86,No,9,0,High
3726,66,26,71,Yes,7,2,Medium
3726,66,18,82,Yes,6,0,Medium
3726,66,28,72,No,8,1,High
3726,66,17,81,Yes,8,1,High
3726,66,19,66,Yes,5,1,Medium
3726,66,20,82,No,8,1,High
3726,66,16,74,No,8,0,Medium
3726,66,25,70,Yes,6,4,Medium
3726,66,15,89,No,6,1,Medium
3726,66,18,83,No,8,1,High
3726,66,28,76,No,7,1,Low
3726,66,19,81,Yes,9,1,Medium
3726,66,16,82,No,6,0,Medium
3726,66,21,70,Yes,5,2,High
3726,66,16,73,Yes,7,1,Medium
3726,66,11,92,No,5,2,Medium
3726,66,16,84,No,6,1,Medium
3726,66,24,68,No,6,1,High
3726,66,23,84,No,8,1,High
3726,66,9,89,Yes,6,0,Low
3726,66,14,77,Yes,4,3,Medium
3726,66,23,64,No,7,2,High
3726,66,29,65,Yes,4,0,Medium
3726,66,16,80,No,9,2,Medium
3726,66,19,74,Yes,6,1,Medium
3726,66,22,75,No,7,0,Medium
3726,66,27,68,Yes,8,3,Medium
3726,66,22,65,No,8,4,Medium
3726,66,30,62,Yes,7,0,Medium
3726,66,19,70,Yes,7,0,High
3726,66,13,74,Yes,8,1,High
3726,66,17,92,No,7,2,
3726,66,25,78,Yes,6,1,High
3726,66,9,82,Yes,8,2,Medium
3726,66,12,75,Yes,7,3,Medium
3726,66,20,74,No,8,1,Medium
3726,66,11,78,Yes,8,1,Medium
3726,66,16,90,No,4,1,Medium
3726,66,26,67,Yes,7,2,High
3726,66,22,65,No,8,2,High
3726,66,25,70,No,7,1,Medium
3726,66,22,71,No,6,1,Low
3726,66,20,69,Yes,6,2,Medium
3726,66,20,71,Yes,7,2,Medium
3726,66,20,77,No,6,0,High
3726,66,23,77,Yes,7,0,High
3726,66,14,81,No,9,1,High
3726,66,25,73,No,8,0,High
3726,66,13,76,No,5,2,Medium
3726,66,25,64,No,5,2,Medium
3726,66,15,77,Yes,8,0,High
3726,66,25,63,Yes,6,1,Low
3726,66,15,67,Yes,7,1,Medium
3726,66,20,86,No,8,1,Medium
3726,66,15,95,Yes,6,1,Medium
3726,66,23,60,Yes,8,1,Medium
3726,66,23,81,Yes,4,1,Medium
3726,66,23,74,Yes,8,0,High
3726,66,18,78,Yes,5,2,Medium
3726,66,17,86,No,5,2,Medium
3726,66,17,69,Yes,9,2,High
3726,66,19,69,Yes,7,3,High
3726,66,17,78,Yes,7,2,High
3726,66,18,75,Yes,8,1,Low
3726,66,13,78,Yes,8,0,Low
3726,66,23,82,Yes,8,1,Medium
3726,66,16,67,No,7,3,Medium
3726,66,22,73,Yes,9,3,Medium
3726,66,25,73,No,8,3,Medium
3726,66,25,69,Yes,9,1,Medium
3726,66,15,77,Yes,8,1,Medium
3726,66,24,71,Yes,7,0,Medium
3726,66,20,81,Yes,5,3,Medium
3726,66,21,92,Yes,8,0,Medium
3726,66,14,96,Yes,9,0,Medium
3726,66,20,73,Yes,7,1,High
3726,66,17,71,Yes,9,2,Medium
3726,66,25,77,Yes,8,0,Medium
3726,66,22,65,Yes,6,2,Medium
3726,66,29,68,Yes,4,1,Medium
3726,66,20,73,Yes,7,0,Medium
3726,66,15,92,Yes,7,1,Medium
3726,66,21,65,Yes,5,2,Medium
3726,66,19,80,No,7,0,Low
3726,66,13,70,No,6,2,Low
3726,66,22,87,No,8,1,Medium
3726,66,26,74,No,5,3,High
3726,66,18,65,Yes,6,5,Medium
3726,66,20,72,Yes,7,0,High
3726,66,22,74,Yes,6,4,High
3726,66,17,78,No,8,2,Medium
3726,66,20,79,Yes,7,2,High
3726,66,24,69,No,5,3,Medium
3726,66,30,61,Yes,8,2,High
3726,66,19,88,No,7,2,Medium
3726,66,16,64,Yes,7,3,Medium
3726,66,25,69,Yes,7,0,Medium
3726,66,20,83,No,7,2,Medium
3726,66,16,73,Yes,8,2,High
3726,66,24,81,No,9,1,Low
3726,66,23,67,Yes,9,2,High
3726,66,18,73,Yes,5,1,Medium
3726,66,9,84,No,7,1,High
3726,66,20,71,No,8,0,
3726,66,11,83,Yes,5,1,Medium
3726,66,24,71,No,9,2,High
3726,66,15,89,Yes,9,1,Medium
3726,66,22,72,Yes,9,1,Medium
3726,66,15,67,Yes,6,0,Medium
3726,66,23,80,Yes,6,3,Medium
3726,66,20,62,Yes,5,3,Medium
3726,66,18,75,Yes,6,2,High
3726,66,11,93,Yes,6,2,Medium
3726,66,19,78,No,5,0,Medium
3726,66,17,73,Yes,7,2,Medium
3726,66,16,83,No,6,1,High
3726,66,8,94,No,8,0,Medium
3726,66,19,91,No,9,0,Medium
3726,66,18,91,No,5,2,Medium
3726,66,23,68,No,8,5,Medium
3726,66,27,79,No,6,0,Medium
3726,66,31,63,Yes,7,3,Medium
3726,66,24,78,Yes,7,0,Medium
3726,66,26,76,No,5,0,Medium
3726,66,21,86,No,6,1,High
3726,66,17,82,No,6,1,Medium
3726,66,17,86,No,7,2,Medium
3726,66,24,71,Yes,6,2,Medium
3726,66,21,71,Yes,8,2,Medium
3726,66,23,71,Yes,7,3,Medium
3726,66,14,88,No,8,2,Low
3726,66,24,60,Yes,9,2,Low
3726,66,21,79,No,4,0,High
3726,66,14,84,No,5,3,Medium
3726,66,26,75,No,6,0,High
3726,66,35,64,Yes,8,2,Medium
3726,66,16,73,Yes,7,1,Medium
3726,66,16,88,No,7,3,Low
3726,66,19,78,Yes,9,2,Medium
3726,66,21,71,No,8,2,High
3726,66,26,75,Yes,9,1,Medium
3726,66,24,89,No,7,1,Low
3726,66,18,82,No,9,2,Medium
3726,66,27,64,Yes,8,2,High
3726,66,18,82,Yes,6,1,Low
3726,66,20,82,Yes,8,3,High
3726,66,26,71,Yes,4,1,Medium
3726,66,16,75,Yes,9,3,Medium
3726,66,23,67,No,6,1,Medium
3726,66,14,90,Yes,8,0,Medium
3726,66,24,68,No,9,2,Medium
3726,66,21,74,No,6,1,High
3726,66,24,64,Yes,6,0,Low
3726,66,31,67,No,7,2,Medium
3726,66,25,77,Yes,7,0,Medium
3726,66,25,76,Yes,6,1,Medium
3726,66,19,83,No,8,1,Medium
3726,66,14,81,Yes,5,3,High
3726,66,17,78,Yes,9,4,Medium
3726,66,16,69,Yes,7,0,High
3726,66,17,81,Yes,9,3,Medium
3726,66,18,68,No,6,0,High
3726,66,23,66,No,6,0,Medium
3726,66,18,97,No,7,0,Medium
3726,66,24,76,No,9,0,Medium
3726,66,19,72,Yes,7,1,High
3726,66,25,72,Yes,6,2,Medium
3726,66,23,70,Yes,7,0,Medium
3726,66,17,79,Yes,7,0,High
